difficult	sulik
difficult	sarik
dig	gali
dignity	harago diri
diligent	rajin
dinner	makan malam
dip	randam
direct	langsuang
direction	arah
director	direktur
dirt	kasiak
dirty	kumuah
disable	cacat
disabled	malumpuahan
disappear	mailang
disappointed	kecewa
disaster	bencana
discard	mambuang
discharge	mamulangan
discipline	disiplin
discount	diskon
discover	manamuan
discrimination	diskriminasi
discuss	diskusi
discussion	diskusi
disease	panyakik
diseases	panyakik
disguise	samarang
disgusting	manjijikan
dish	makanan
dish	piring
dishes	makanan-makanan
dishes	piriang
dismiss	mambubaran
dispatch	manugasan
display	tampilan
disposal	pambuangan
dispute	sangketa
distance	jarak
distinct	babeda
distinguish	mambedakan
distress	kasulitan
distribution	distribusi
district	daerah
disturb	manggaduah
ditch	banda
dive	mancilam
diverse	baragam
diversity	karagaman
divide	mambagi
divine	hebat
divorce	carai
dizzy	paniang
do	karajoan
do you	apo angku
do you love me	apo angku cinto ka denai
doctor	dokter
document	dokumen
does	malakuan
doesn't	indak sadar
dog	anjiang
Dogri	Dogri
doing	mangarajoan
doll	boneka
domain	domain
domestic	lokal
dominant	dominan
don't	jan
Don't worry	Jan cameh
donate	sumbang
done	salasai
donkey	kaledai
dope	rancak bana
double	dobel
doubt	ragu
dough	adonan
down	turun
download	unduh
draft	draf
drag	seret
drain	mangariangan
drama	drama
draw	manggambar
draw	maambiak
drawer	laci
drawing	manggambar
dread	raso takuik
dream	mimpi
dress	gaun
drill	mambor
drink	minuman
drive	manyetir
drop	jatuah
drop	latak
dropped	manjatuahan
drought	kakariangan
drunk	mabuak
drunk	minum
dry	kariang
duck	itiak
dude	bujang
due	jatuah tempo
due to	karano
dull	mambosanan
dumb	tengak
dumb	bele
dump	buang
duration	durasi
during	salamo
dust	kabuik
duty	tugeh
dwell	tingga
dying	sekarat
each	tiok
each other	saliang
eager	nio
eagle	alang
ear	talingo
earlier	labiah awal
early	jolong
earn	mandapek
ears	talingo
earth	bumi
earthquake	gampo
ease	kamudahan
easily	mudah
east	timua
easy	mudah
eat	makan
eating	makan malam
economic	ekonomis
economy	ekonomi
edge	tapian
edit	suntiang
education	pendidikan
effect	epek
effective	efektif
efficiency	efisiensi
efficient	episien
effort	upayo
egg	talua
eggplant	taruang
ego	ego
eight	salapan
eighteen	lapan baleh
eighty	lapan puluah
either	salah ciek
elaborate	manjalehan
elbow	siku
elder	urang tuo
elderly	urang gaek
elegant	anggun
element	elemen
elephant	gajah
eleven	sabaleh
eligible	mamanuahi syarat
eliminate	apuih
else	lain
else	kalau indak
embarrassed	malu
embarrassing	mamaluan
embrace	manarimo
emerge	tibo
emergency	darurat
emotional	emosional
empathy	empati
emphasis	panekanan
emphasize	menkanan
employee	karyawan
employees	karyawan
employer	bos
employment	pakerjaan
empty	kosong
enable	mamungkinkan
encounter	batamu
encourage	mandorong
end	akhia
endangered	tarancam
endeavor	bausaho kareh
endurance	katahanan
endure	manangguang
enemy	musuah
energy	energi
engage	malibatkan
engaged	batunangan
engagement	patunangan
engine	masin
engineer	insinyur
English	Inggris
enhance	maningkekan
enjoy	manikmati
enormous	gadang bana
enough	cukuik
ensure	mamastian
enter	masuak
entertainment	iburan
enthusiasm	antusiasme
enthusiastic	antusias
entire	sadoalah
entitled	berhak
entity	kasatuan
entrance	pintu masuak
entrepreneur	pengusaha
envelope	amplop
environment	lingkuangan
envy	irik
epic	epik
epidemic	epidemi
equal	samo
equipment	paragaik
equity	ekuitas
equivalent	setara
eraser	papuih
error	kasalahan
escape	malarian diri
especially	talabiah
essay	karangan
essence	esensi
essential	penting
establish	managakan
established	didirian
estate	parkebunan
estimate	pakiroan
estimated	dipakiroan
etc	dll.
eternal	abadi
ethics	etika
evaluate	evaluasi
evaluation	evaluasi
even	bahkan
even though	biapun
evening	sanjo
evening	sore
event	acara
eventually	akianyo
ever	pernah
every	satiok
everybody	sadoalah urang
everyone	satiok urang
everything	sadoalah
evidence	bukti
evil	kajahatan
evolution	evolusi
evolve	bakambang
Ewe	Ewe
ex	mantan
exact	akurat
exactly	tapek
exam	ujian
examine	manaliti
example	contoh
exceed	malampaui
excellent	luar biaso
except	kecuali
exception	pangecualian
excess	kalabiahan
excessive	balabiahan
exchange	manukaan
excited	basamangaik
excitement	kagembiraan
exciting	manyanangan
exclusive	eksklusif
excuse	maijinan
excuse me	permisi
execute	manjalanan
execution	eksekusi
executive	eksekutif
exercise	olah raga
exercise	latihan
exhaust	knalpot
exhausted	latiah
exhibit	pameran
exhibition	pameran
exist	ado
existence	adonyo
existing	yang ado
exit	kalua
expand	mampalaweh
expect	maarok
expected	maharokan
expenses	pangeluaran
expensive	maha
experience	pangalaman
experiment	eksperiemen
expert	pakar
expired	rasan
explain	manjalehan
explanation	panjalehan
exploit	maeksploitasi
explore	jalajah
export	ekspor
expose	mambukak
exposed	tabuka
exposure	paparan
express	capek
expression	ekspresi
extend	mampapanjang
extended	dipapanjang
extension	papanjangan
extent	cakupan
external	lua
extinct	punah
extra	tambahan
extract	ekstrak
extraordinary	luar biaso
extreme	ekstrim
extremely	sangaik
eye	mato
eyes	mato
fabric	kain
fabulous	luar biaso
face	muko
facilitate	fasilitasi
facilities	fasilitas
facility	fasilitas
fact	pakta
factor	faktor
factory	pabrik
facts	fakta
fade	puda
fail	gagal
failed	gagal
failure	kagagalan
faint	pingsan
fair	adia
fairly	cukuik
fairy	peri
faith	iman
faithful	setia
fake	palsu
fall	jatuah
false	SALAH
fame	popularitas
familiar	akrab
family	keluarga
famine	kalaparan
famous	terkenal
fan	kipeh angin
fan	panggemar
fancy	suko
fantastic	pantastis
far	jauah
farewell	salamaik tingga
farm	kabun
farmer	patani
fascinating	mamukai
fashion	model
fast	capek
fat	gapuak
fatal	fatal
fate	takadia
father	apak
fatigue	kalelahan
fault	kasalahan
favorite	favorit
favour	kabaikan
favourite	favorit
fear	takuik
feast	pesta
feather	bulu
feature	fitur
features	fitur
february	pebruari
fed up	kesal
fee	biaya
feed	maagiah makan
feedback	pandapek
feel	raso
feeling	maraso
feet	kaki
fell	jatuah
fellow	rakan
felt	taraso
female	batino
fence	paga
fertile	subur
festival	festival
fetch	maambiak
fever	damam
few	babarapo
fewer	labiah saketek
fiance	tunangan
fiction	fiksi
field	bidang
fierce	garang
fifteen	limo baleh
fifty	limo puluah
fight	cakak
fighting	bacakak
figure	angko
figure out	cari tau
file	berkas
file	maajukan
fill	maisi
filled	dipanuahi
film	pilem
filthy	kumuah
finally	akianyo
finance	kauangan
financial	kauangan
find	cari
find out	tamuan
fine	rancak
finger	jari
finish	salasai
finished	salasai
fire	api
firm	perusahaan
firm	padek
first	partamo
first name	namo muko
fish	lauak
fish	ikan
fit	muek
fit	bugar
five	limo
fix	mamelokan
fixed	tatap
flag	bandera
flash	kilek
flat	datang
flaw	kakurangan
flawless	indak ado cacat
flee	kabur
flesh	dagiang
flew	tabang
flex	lentur
flex	manyombong
flexible	pleksibel
flight	panabangan
flip	baliak
flirt	manggoda
flirting	manggoda
float	marapuang
flood	banjir
floor	lantai
flour	tapuang
flow	aliran
flower	bungo
flu	flu
fluent	pasiah
fluently	fasiah
fluffy	empuk
fluid	cairan
fly	tabang
focus	pokus
fog	kabuik
foggy	bakabuik
fold	lipek
folks	rakyat
follow	ikuik
follow up	manindaklanjuikan
following	maikuti
food	makanan
fool	bano
fool	tele
fool	bengak
foolish	konyol
foot	kaki
football	sipak bola
for	untuak
For example	contohnyo
for instance	contohnyo
for you	untuak angku
forbidden	talarang
force	paso
force	kekuatan
forecast	ramalan
forehead	kaniang
foreign	asiang
forest	utan
forever	salamonyo
forget	lupo
forgive	mamaafkan
forgot	lupo
fork	garapu
form	bantuak
formal	resmi
former	mantan
fortunately	untuang
fortune	maso depan
forty	ampek puluah duo
forty-two	ampek puluah duo
forward	maju
foster	maasuah
fought	bajuang
fought	bacakak
found	katamu
found	sobok
foundation	dasar
four	ampek
fourteen	ampek baleh
fox	rubah
fragile	mudah rusak
frame	bingkai
framework	karangko
fraud	tipuan
freak	urang aneh
free	bebas
freedom	kabebasan
freeze	baku
frequency	prekuensi
frequent	acok
frequently	acok
fresh	segar
friday	jumaik
fridge	kulkas
friend	kawan
friendly	ramah
friends	kawan-kawan
friendship	persahabatan
frightened	takuik
frightening	manakuikan
frog	koncek
from	dari
front	muko
frozen	baku
fruit	buah
frustrated	prustasi
fuel	bahan baka
Fulfulde	Fula
full	panuah
fun	sero
function	pungsi
fundamental	mandasar
funeral	pakuburan
funny	lucu
fur	bulu
furious	berang bana
furniture	mebel
further	labiah jauah
furthermore	labiah-labiah
future	maso depan
gain	mandapek
game	pamaenan
gap	celah
garage	garasi
garbage	sarok
garden	kabun
garlic	bawang putiah
gate	gerbang
gather	kumpua
gathering	mangumpuan
gauge	maukua
gave	alah maagiah
gear	gigi
gender	jenis kelamin
general	umum
generally	umumnyo
generate	mahasiakan
generation	generasi
generous	dermawan
genius	jenius
genre	genre
gentle	lambuik
genuine	jujur
gesture	sikap
get	dapek
get dressed	bapakaian
get up	tagak
get well soon	capek siaik
getting	mandapekan
ghost	antu
ghosting	indak serius
giant	raksasa
gift	adiah
ginger	sampadeh
girl	gadih
girlfriend	pacar padusi
give	agiah
give up	manyarah
given	diagiahan
glad	sanang
glance	sakileh
glass	kaco
glasses	kacamato
glimpse	sakileh
global	global
gloomy	muram
gloves	saruang tangan
glow	bacahayo
glow up	alah barubah
glue	lem
go	pai
go ahead	taruihlah
go away	pailah
go to bed	pai lalok
goal	sasaran
goals	tujuan
goat	kambiang
god	tuhan
god bless you	tuham mamberkati
goes	paingek
going	pai
going to	pai ka
gold	ameh
gone	ilang
gonna	ka
goo	cairan lengket
good	rancak
good	baiak
good afternoon	salamaik sore
good bye	salamaik tingga
good day	salamaik tingga
good evening	salamaik sore
good job	karajo rancak
good looking	tampan
good luck	semoga baruntuang
good morning	salamaik pagi
good morning my love	salamaik pagi sayang ambo
good night	salamaik malam
goodbye	salamaik tingga
goodnight	salamaik malam
goods	barang-barang
Google	Google
Google	kaco mato
Google Translate	Panerjemah Google
goose	angso
gorgeous	rancak
gossip	gunjiang
got	dapek
got it	mangarati
got it	dapek
government	pamarintah
grab	marabuik
grade	nilai
gradually	palahan-lahan
graduate	lulus
grain	butia
grant	maanugrahan
granted	diagiahan
grapes	anggur
grasp	mancengkram
grass	rumpuik
grateful	basukur
gratitude	raso sukur
grave	kuburan
gray	abu-abu
great	hebat
greed	tamak
greedy	tamak
green	ijau
greet	manyapo
greeting	salamaik malam
greetings	salam
grey	abu-abu
grid	kisi
grief	duka
grind	manggiliang
grip	pegangan
grocery	barang harian
groom	marapulai
gross	kumuah
gross	bruto
ground	tanah
group	kalompok
grow	tumbuah
growth	pertumbuahan
grumpy	pamberang
Guarani	Guarani
guarantee	manjamin
guard	panjago
guess	takok
guest	tamu
guidance	panduan
guide	panduan
guilty	basalah
guy	laki-laki
guys	kawan-kawan
gym	gym
habit	kabiasaan
habitat	habitat
had	alah
hail	panggia
hair	Rambuik
half	satangah
hall	aula
hand	tangan
handle	pegangan
handle	manangani
handsome	ganteng
hang	manggantuang
hang out	bagaua
